municipality_code,year,measure_type,live_births,municipality_name
500295,2015,residence,431,Chapadão do Sul
500440,2015,residence,140,Inocência
500070,2015,residence,370,Anastácio
500450,2015,residence,227,Itaporã
500525,2015,residence,133,Laguna Carapã
500690,2015,residence,208,Porto Murtinho
500260,2015,residence,213,Camapuã
500410,2015,residence,134,Guia Lopes da Laguna
500730,2015,residence,43,Rio Negro
500085,2015,residence,170,Angélica
500660,2015,residence,1552,Ponta Porã
500600,2015,residence,308,Nova Alvorada do Sul
500060,2015,residence,646,Amambaí
500570,2015,residence,962,Naviraí
500510,2015,residence,49,Jateí
500370,2015,residence,3955,Dourados
500515,2015,residence,94,Juti
500315,2015,residence,258,Coronel Sapucaia
500460,2015,residence,279,Itaquiraí
500795,2015,residence,231,Tacuru
500240,2015,residence,545,Caarapó
500400,2015,residence,151,Glória de Dourados
500380,2015,residence,281,Fátima do Sul
500840,2015,residence,72,Vicentina
500345,2015,residence,200,Deodápolis
500769,2015,residence,538,São Gabriel do Oeste
500124,2015,residence,148,Aral Moreira
500635,2015,residence,294,Paranhos
500797,2015,residence,39,Taquarussu
500200,2015,residence,167,Batayporã
500280,2015,residence,82,Caracol
500793,2015,residence,239,Sonora
500090,2015,residence,146,Antônio João
500755,2015,residence,60,Santa Rita do Pardo
500080,2015,residence,118,Anaurilândia
500325,2015,residence,455,Costa Rica
500627,2015,residence,39,Paraíso das Águas
500790,2015,residence,683,Sidrolândia
500215,2015,residence,108,Bodoquena
500348,2015,residence,156,Dois Irmãos do Buriti
500190,2015,residence,348,Bataguassu
500330,2015,residence,542,Coxim
500740,2015,residence,341,Rio Verde de Mato Grosso
500210,2015,residence,433,Bela Vista
500110,2015,residence,781,Aquidauana
500710,2015,residence,369,Ribas do Rio Pardo
500625,2015,residence,86,Novo Horizonte do Sul
500500,2015,residence,420,Jardim
500750,2015,residence,42,Rochedo
500620,2015,residence,847,Nova Andradina
500220,2015,residence,372,Bonito
500470,2015,residence,417,Ivinhema
500290,2015,residence,292,Cassilândia
500020,2015,residence,253,Água Clara
500350,2015,residence,79,Douradina
500390,2015,residence,56,Figueirão
500520,2015,residence,366,Ladário
500490,2015,occurrence,3,Jaraguari
500800,2015,occurrence,10,Terenos
500580,2015,occurrence,15,Nioaque
500310,2015,occurrence,2,Corguinho
500640,2015,occurrence,8,Pedro Gomes
500560,2015,occurrence,437,Miranda
500430,2015,occurrence,358,Iguatemi
500480,2015,occurrence,7,Japorã
500770,2015,occurrence,109,Sete Quedas
500568,2015,occurrence,359,Mundo Novo
500025,2015,occurrence,2,Alcinópolis
500720,2015,occurrence,602,Rio Brilhante
500150,2015,occurrence,3,Bandeirantes
353540,2015,occurrence,189,Panorama
412535,2015,occurrence,118,São Jorge do Patrocínio
412100,2015,occurrence,153,Querência do Norte
500070,2015,occurrence,186,Anastácio
500450,2015,occurrence,96,Itaporã
500525,2015,occurrence,85,Laguna Carapã
500690,2015,occurrence,160,Porto Murtinho
500260,2015,occurrence,162,Camapuã
500410,2015,occurrence,85,Guia Lopes da Laguna
500730,2015,occurrence,6,Rio Negro
500085,2015,occurrence,70,Angélica
500660,2015,occurrence,1432,Ponta Porã
500600,2015,occurrence,208,Nova Alvorada do Sul
250280,2015,occurrence,44,Brejo do Cruz
431800,2015,occurrence,845,São Borja
420290,2015,occurrence,2262,Brusque
500510,2015,occurrence,1,Jateí
500370,2015,occurrence,5234,Dourados
500515,2015,occurrence,49,Juti
500315,2015,occurrence,196,Coronel Sapucaia
500240,2015,occurrence,461,Caarapó
500380,2015,occurrence,307,Fátima do Sul
500345,2015,occurrence,72,Deodápolis
500769,2015,occurrence,442,São Gabriel do Oeste
500060,2015,occurrence,684,Amambaí
500460,2015,occurrence,225,Itaquiraí
500797,2015,occurrence,25,Taquarussu
500200,2015,occurrence,170,Batayporã
500230,2015,occurrence,138,Brasilândia
500110,2015,occurrence,1029,Aquidauana
500440,2015,occurrence,118,Inocência
500280,2015,occurrence,63,Caracol
500793,2015,occurrence,204,Sonora
500124,2015,occurrence,89,Aral Moreira
500755,2015,occurrence,54,Santa Rita do Pardo
500295,2015,occurrence,345,Chapadão do Sul
500080,2015,occurrence,95,Anaurilândia
500400,2015,occurrence,91,Glória de Dourados
500215,2015,occurrence,95,Bodoquena
500348,2015,occurrence,77,Dois Irmãos do Buriti
500100,2015,occurrence,228,Aparecida do Taboado
500190,2015,occurrence,279,Bataguassu
500330,2015,occurrence,639,Coxim
500710,2015,occurrence,216,Ribas do Rio Pardo
500635,2015,occurrence,263,Paranhos
500090,2015,occurrence,110,Antônio João
500570,2015,occurrence,984,Naviraí
500320,2015,occurrence,2305,Corumbá
500625,2015,occurrence,43,Novo Horizonte do Sul
500840,2015,occurrence,37,Vicentina
500210,2015,occurrence,413,Bela Vista
500790,2015,occurrence,438,Sidrolândia
500220,2015,occurrence,351,Bonito
500500,2015,occurrence,418,Jardim
500375,2015,occurrence,83,Eldorado
500830,2015,occurrence,1973,Três Lagoas
500390,2015,occurrence,51,Figueirão
500470,2015,occurrence,356,Ivinhema
500795,2015,occurrence,212,Tacuru
500620,2015,occurrence,902,Nova Andradina
500020,2015,occurrence,205,Água Clara
500750,2015,occurrence,1,Rochedo
150130,2015,occurrence,1546,Barcarena
350580,2015,occurrence,211,Bastos
354130,2015,occurrence,495,Presidente Epitácio
352600,2015,occurrence,589,Junqueirópolis
354150,2015,occurrence,498,Presidente Venceslau
354880,2015,occurrence,1171,São Caetano do Sul
350280,2015,occurrence,2991,Araçatuba
350210,2015,occurrence,1015,Andradina
355510,2015,occurrence,195,Tupi Paulista
351440,2015,occurrence,480,Dracena
350650,2015,occurrence,1943,Birigui
353740,2015,occurrence,186,Pereira Barreto
352900,2015,occurrence,4269,Marília
411580,2015,occurrence,1021,Medianeira
412800,2015,occurrence,520,Ubiratã
411840,2015,occurrence,2065,Paranavaí
411350,2015,occurrence,580,Loanda
410640,2015,occurrence,1448,Cornélio Procópio
410880,2015,occurrence,483,Guaíra
411460,2015,occurrence,545,Marechal Cândido Rondon
412770,2015,occurrence,2856,Toledo
510410,2015,occurrence,497,Guarantã do Norte
500740,2015,occurrence,226,Rio Verde de Mato Grosso
500520,2015,occurrence,3,Ladário
510720,2000,residence,86,Rio Branco
510455,2000,residence,203,Itaúba
510785,2000,residence,214,São Félix do Araguaia
510340,2000,residence,9979,Cuiabá
510677,2000,residence,181,Porto Alegre do Norte
510558,2000,residence,295,Marcelândia
510706,2000,residence,137,Querência
510630,2000,residence,300,Paranatinga
510170,2000,residence,547,Barra do Bugres
510726,2000,residence,33,Santo Afonso
510590,2000,residence,322,Nobres
510267,2000,residence,363,Campo Verde
510515,2000,residence,858,Juína
510795,2000,residence,1244,Tangará da Serra
510840,2000,residence,4448,Várzea Grande
510704,2000,residence,796,Primavera do Leste
510025,2000,residence,1027,Alta Floresta
510665,2000,residence,65,Pontal do Araguaia
510268,2000,residence,61,Campos de Júlio
510787,2000,residence,91,Sapezal
510263,2000,residence,320,Campo Novo do Parecis
510622,2000,residence,285,Nova Mutum
510626,2000,residence,83,Novo Mundo
510180,2000,residence,954,Barra do Garças
510517,2000,residence,124,Juruena
510790,2000,residence,1868,Sinop
510760,2000,residence,3151,Rondonópolis
510460,2000,residence,145,Itiquira
510300,2000,residence,248,Chapada dos Guimarães
510140,2000,residence,526,Aripuanã
510490,2000,residence,133,Jangada
510610,2000,residence,120,Nossa Senhora do Livramento
510650,2000,residence,611,Poconé
510010,2000,residence,54,Acorizal
510780,2000,residence,216,Santo Antônio do Leverger
510385,2000,residence,84,Gaúcha do Norte
510700,2000,residence,297,Poxoréo
510645,2000,residence,20,Planalto da Serra
510250,2000,residence,2063,Cáceres
510620,2000,residence,93,Nova Brasilândia
510040,2000,residence,125,Alto Garças
510360,2000,residence,98,Dom Aquino
510030,2000,residence,180,Alto Araguaia
510420,2000,residence,187,Guiratinga
510480,2000,residence,410,Jaciara
510520,2000,residence,136,Juscimeira
510810,2000,residence,45,Tesouro
510637,2000,residence,247,Pedra Preta
510060,2000,residence,97,Alto Taquari
510740,2000,residence,65,São Pedro da Cipa
510390,2000,residence,78,General Carneiro
510628,2000,residence,145,Novo São Joaquim
510729,2000,residence,35,São José do Povo
510130,2000,residence,173,Arenápolis
510600,2000,residence,122,Nortelândia
510160,2000,residence,77,Barão de Melgaço
510718,2000,residence,155,Ribeirão Cascalheira
510279,2000,residence,243,Carlinda
510895,2000,residence,121,Nova Monte Verde
510880,2000,residence,77,Nova Guarita
510320,2000,residence,471,Colíder
510621,2000,residence,198,Nova Canaã do Norte
510410,2000,residence,528,Guarantã do Norte
510805,2000,residence,304,Terra Nova do Norte
510792,2000,residence,829,Sorriso
510675,2000,residence,967,Pontes e Lacerda
510330,2000,residence,321,Comodoro
510775,2000,residence,73,Salto do Céu
510125,2000,residence,376,Araputanga
510682,2000,residence,197,Porto Esperidião
510395,2000,residence,55,Glória D'Oeste
510500,2000,residence,201,Jauru
510380,2000,residence,71,Figueirópolis D'Oeste
510450,2000,residence,26,Indiavaí
510618,2000,residence,53,Nova Lacerda
510523,2000,residence,114,Lambari D'Oeste
510550,2000,residence,170,Vila Bela da Santíssima Trindade
510710,2000,residence,314,São José dos Quatro Marcos
510642,2000,residence,637,Peixoto de Azevedo
510525,2000,residence,396,Lucas do Rio Verde
510800,2000,residence,206,Tapurah
510719,2000,residence,42,Ribeirãozinho
510562,2000,residence,433,Mirassol d'Oeste
510080,2000,residence,117,Apiacás
510350,2000,residence,317,Diamantino
510120,2000,residence,15,Araguainha
510260,2000,residence,203,Campinápolis
510623,2000,residence,413,Nova Olímpia
510777,2000,residence,149,Santa Terezinha
510530,2000,residence,43,Luciára
510269,2000,residence,75,Canabrava do Norte
510735,2000,residence,105,São José do Xingu
510035,2000,residence,74,Alto Boa Vista
510335,2000,residence,346,Confresa
510860,2000,residence,341,Vila Rica
510337,2000,residence,151,Cotriguaçu
510510,2000,residence,532,Juara
510285,2000,residence,143,Castanheira
510715,2000,residence,32,Reserva do Cabaçal
510560,2000,residence,229,Matupá
510629,2000,residence,165,Paranaíta
510370,2000,residence,165,Feliz Natal
510850,2000,residence,217,Vera
510305,2000,residence,252,Cláudia
510830,2000,residence,74,União do Sul
510615,2000,residence,104,Nova Bandeirantes
510624,2000,residence,70,Nova Ubiratã
510730,2000,residence,317,São José do Rio Claro
510724,2000,residence,84,Santa Carmem
510794,2000,residence,112,Tabaporã
510050,2000,residence,137,Alto Paraguai
510770,2000,residence,338,Rosário Oeste
510890,2000,residence,42,Nova Maringá
510680,2000,residence,80,Porto dos Gaúchos
510627,2000,residence,57,Novo Horizonte do Norte
510885,2000,residence,22,Nova Marilândia
510190,2000,residence,240,Brasnorte
510685,2000,residence,84,Porto Estrela
510345,2000,residence,148,Denise
510270,2000,residence,274,Canarana
510100,2000,residence,57,Araguaiana
510625,2000,residence,281,Nova Xavantina
510310,2000,residence,71,Cocalinho
510670,2000,residence,28,Ponte Branca
510020,2000,residence,267,Água Boa
510820,2000,residence,52,Torixoréu
171820,2000,occurrence,1448,Porto Nacional
412440,2000,occurrence,397,Santo Antônio do Sudoeste
412260,2000,occurrence,155,Rondon
421370,2000,occurrence,174,Pouso Redondo
420910,2000,occurrence,8889,Joinville
420200,2000,occurrence,1742,Balneário Camboriú
421880,2000,occurrence,248,Turvo
510300,2000,occurrence,192,Chapada dos Guimarães
510267,2000,occurrence,318,Campo Verde
510700,2000,occurrence,265,Poxoréo
510360,2000,occurrence,98,Dom Aquino
510420,2000,occurrence,221,Guiratinga
510480,2000,occurrence,510,Jaciara
510460,2000,occurrence,58,Itiquira
510637,2000,occurrence,258,Pedra Preta
510520,2000,occurrence,49,Juscimeira
510780,2000,occurrence,61,Santo Antônio do Leverger
510385,2000,occurrence,78,Gaúcha do Norte
510010,2000,occurrence,7,Acorizal
510620,2000,occurrence,90,Nova Brasilândia
510610,2000,occurrence,45,Nossa Senhora do Livramento
510350,2000,occurrence,337,Diamantino
510600,2000,occurrence,211,Nortelândia
510160,2000,occurrence,37,Barão de Melgaço
510270,2000,occurrence,262,Canarana
510320,2000,occurrence,754,Colíder
510805,2000,occurrence,286,Terra Nova do Norte
510675,2000,occurrence,1004,Pontes e Lacerda
510330,2000,occurrence,299,Comodoro
510125,2000,occurrence,453,Araputanga
510268,2000,occurrence,38,Campos de Júlio
510395,2000,occurrence,193,Glória D'Oeste
510500,2000,occurrence,188,Jauru
510523,2000,occurrence,5,Lambari D'Oeste
510710,2000,occurrence,289,São José dos Quatro Marcos
510525,2000,occurrence,323,Lucas do Rio Verde
510720,2000,occurrence,213,Rio Branco
510729,2000,occurrence,1,São José do Povo
510777,2000,occurrence,151,Santa Terezinha
510530,2000,occurrence,28,Luciára
510677,2000,occurrence,156,Porto Alegre do Norte
510269,2000,occurrence,46,Canabrava do Norte
510735,2000,occurrence,102,São José do Xingu
510785,2000,occurrence,249,São Félix do Araguaia
510035,2000,occurrence,30,Alto Boa Vista
510718,2000,occurrence,170,Ribeirão Cascalheira
510860,2000,occurrence,339,Vila Rica
510335,2000,occurrence,386,Confresa
510706,2000,occurrence,115,Querência
510080,2000,occurrence,104,Apiacás
510517,2000,occurrence,150,Juruena
510140,2000,occurrence,490,Aripuanã
510337,2000,occurrence,110,Cotriguaçu
510515,2000,occurrence,935,Juína
510285,2000,occurrence,94,Castanheira
510380,2000,occurrence,61,Figueirópolis D'Oeste
510550,2000,occurrence,130,Vila Bela da Santíssima Trindade
510618,2000,occurrence,1,Nova Lacerda
510682,2000,occurrence,2,Porto Esperidião
510562,2000,occurrence,550,Mirassol d'Oeste
510560,2000,occurrence,495,Matupá
510629,2000,occurrence,178,Paranaíta
510621,2000,occurrence,195,Nova Canaã do Norte
510880,2000,occurrence,6,Nova Guarita
510850,2000,occurrence,276,Vera
510279,2000,occurrence,219,Carlinda
510370,2000,occurrence,23,Feliz Natal
510305,2000,occurrence,278,Cláudia
510410,2000,occurrence,369,Guarantã do Norte
510615,2000,occurrence,63,Nova Bandeirantes
510558,2000,occurrence,120,Marcelândia
510830,2000,occurrence,14,União do Sul
510895,2000,occurrence,60,Nova Monte Verde
510626,2000,occurrence,4,Novo Mundo
510455,2000,occurrence,158,Itaúba
510624,2000,occurrence,7,Nova Ubiratã
510642,2000,occurrence,682,Peixoto de Azevedo
510790,2000,occurrence,2022,Sinop
510724,2000,occurrence,1,Santa Carmem
510590,2000,occurrence,332,Nobres
510130,2000,occurrence,135,Arenápolis
510730,2000,occurrence,354,São José do Rio Claro
510794,2000,occurrence,87,Tabaporã
510050,2000,occurrence,51,Alto Paraguai
510890,2000,occurrence,1,Nova Maringá
510622,2000,occurrence,248,Nova Mutum
510627,2000,occurrence,78,Novo Horizonte do Norte
510680,2000,occurrence,28,Porto dos Gaúchos
510800,2000,occurrence,142,Tapurah
510787,2000,occurrence,56,Sapezal
510263,2000,occurrence,288,Campo Novo do Parecis
510685,2000,occurrence,13,Porto Estrela
510345,2000,occurrence,118,Denise
510623,2000,occurrence,448,Nova Olímpia
510190,2000,occurrence,155,Brasnorte
510020,2000,occurrence,305,Água Boa
510310,2000,occurrence,55,Cocalinho
510490,2000,occurrence,24,Jangada
510645,2000,occurrence,1,Planalto da Serra
110012,2000,occurrence,2861,Ji-Paraná
110005,2000,occurrence,247,Cerejeiras
110029,2000,occurrence,229,Santa Luzia D'Oeste
510340,2005,residence,9601,Cuiabá
510180,2005,residence,868,Barra do Garças
510480,2005,residence,501,Jaciara
510675,2005,residence,874,Pontes e Lacerda
510343,2005,residence,65,Curvelândia
510719,2005,residence,30,Ribeirãozinho
510130,2005,residence,157,Arenápolis
510510,2005,residence,611,Juara
510460,2005,residence,196,Itiquira
510170,2005,residence,612,Barra do Bugres
510325,2005,residence,569,Colniza
510790,2005,residence,2309,Sinop
510760,2005,residence,3336,Rondonópolis
510267,2005,residence,602,Campo Verde
510285,2005,residence,130,Castanheira
510840,2005,residence,4719,Várzea Grande
510020,2005,residence,331,Água Boa
510270,2005,residence,276,Canarana
510718,2005,residence,115,Ribeirão Cascalheira
510706,2005,residence,165,Querência
510385,2005,residence,88,Gaúcha do Norte
510310,2005,residence,55,Cocalinho
510785,2005,residence,233,São Félix do Araguaia
510185,2005,residence,24,Bom Jesus do Araguaia
510617,2005,residence,21,Nova Nazaré
510260,2005,residence,163,Campinápolis
510628,2005,residence,124,Novo São Joaquim
510680,2005,residence,102,Porto dos Gaúchos
510794,2005,residence,130,Tabaporã
510730,2005,residence,284,São José do Rio Claro
510890,2005,residence,87,Nova Maringá
510885,2005,residence,38,Nova Marilândia
510350,2005,residence,348,Diamantino
510050,2005,residence,120,Alto Paraguai
510770,2005,residence,249,Rosário Oeste
510590,2005,residence,306,Nobres
510525,2005,residence,612,Lucas do Rio Verde
510776,2005,residence,30,Santa Rita do Trivelato
510600,2005,residence,118,Nortelândia
510726,2005,residence,44,Santo Afonso
510626,2005,residence,104,Novo Mundo
510880,2005,residence,66,Nova Guarita
510035,2005,residence,78,Alto Boa Vista
510787,2005,residence,283,Sapezal
510795,2005,residence,1402,Tangará da Serra
510623,2005,residence,407,Nova Olímpia
510263,2005,residence,490,Campo Novo do Parecis
510345,2005,residence,132,Denise
510618,2005,residence,50,Nova Lacerda
510622,2005,residence,417,Nova Mutum
510025,2005,residence,1038,Alta Floresta
510010,2005,residence,53,Acorizal
510490,2005,residence,131,Jangada
510685,2005,residence,52,Porto Estrela
510190,2005,residence,223,Brasnorte
510250,2005,residence,1924,Cáceres
510269,2005,residence,62,Canabrava do Norte
510677,2005,residence,161,Porto Alegre do Norte
510335,2005,residence,394,Confresa
510774,2005,residence,39,Santa Cruz do Xingu
510735,2005,residence,119,São José do Xingu
510860,2005,residence,396,Vila Rica
510777,2005,residence,116,Santa Terezinha
510530,2005,residence,52,Luciára
510631,2005,residence,22,Novo Santo Antônio
510788,2005,residence,9,Serra Nova Dourada
510558,2005,residence,306,Marcelândia
510320,2005,residence,514,Colíder
510619,2005,residence,60,Nova Santa Helena
510621,2005,residence,148,Nova Canaã do Norte
510455,2005,residence,121,Itaúba
510642,2005,residence,572,Peixoto de Azevedo
510805,2005,residence,162,Terra Nova do Norte
510370,2005,residence,249,Feliz Natal
510792,2005,residence,1227,Sorriso
510305,2005,residence,160,Cláudia
510560,2005,residence,240,Matupá
510279,2005,residence,166,Carlinda
510615,2005,residence,196,Nova Bandeirantes
510080,2005,residence,167,Apiacás
510624,2005,residence,137,Nova Ubiratã
510629,2005,residence,163,Paranaíta
510410,2005,residence,567,Guarantã do Norte
510100,2005,residence,36,Araguaiana
510650,2005,residence,589,Poconé
510780,2005,residence,211,Santo Antônio do Leverger
510300,2005,residence,303,Chapada dos Guimarães
510610,2005,residence,111,Nossa Senhora do Livramento
510625,2005,residence,255,Nova Xavantina
510704,2005,residence,897,Primavera do Leste
510040,2005,residence,161,Alto Garças
510160,2005,residence,69,Barão de Melgaço
510500,2005,residence,191,Jauru
510645,2005,residence,37,Planalto da Serra
510562,2005,residence,413,Mirassol d'Oeste
510515,2005,residence,740,Juína
510700,2005,residence,243,Poxoréo
510125,2005,residence,323,Araputanga
510630,2005,residence,401,Paranatinga
510030,2005,residence,223,Alto Araguaia
510120,2005,residence,13,Araguainha
510670,2005,residence,31,Ponte Branca
510060,2005,residence,112,Alto Taquari
510620,2005,residence,94,Nova Brasilândia
510360,2005,residence,140,Dom Aquino
510520,2005,residence,155,Juscimeira
510420,2005,residence,169,Guiratinga
510740,2005,residence,84,São Pedro da Cipa
510637,2005,residence,281,Pedra Preta
510779,2005,residence,51,Santo Antônio do Leste
510390,2005,residence,101,General Carneiro
510729,2005,residence,37,São José do Povo
510810,2005,residence,32,Tesouro
510330,2005,residence,290,Comodoro
510380,2005,residence,47,Figueirópolis D'Oeste
510850,2005,residence,181,Vera
510720,2005,residence,79,Rio Branco
510268,2005,residence,79,Campos de Júlio
510336,2005,residence,48,Conquista D'Oeste
510710,2005,residence,298,São José dos Quatro Marcos
510140,2005,residence,421,Aripuanã
510800,2005,residence,268,Tapurah
510757,2005,residence,36,Rondolândia
510682,2005,residence,170,Porto Esperidião
510550,2005,residence,192,Vila Bela da Santíssima Trindade
510715,2005,residence,29,Reserva do Cabaçal
510450,2005,residence,47,Indiavaí
510523,2005,residence,119,Lambari D'Oeste
510835,2005,residence,38,Vale de São Domingos
510395,2005,residence,41,Glória D'Oeste
510775,2005,residence,58,Salto do Céu
510517,2005,residence,197,Juruena
510337,2005,residence,266,Cotriguaçu
510895,2005,residence,91,Nova Monte Verde
510627,2005,residence,43,Novo Horizonte do Norte
510665,2005,residence,52,Pontal do Araguaia
510820,2005,residence,58,Torixoréu
510830,2005,residence,49,União do Sul
510724,2005,residence,86,Santa Carmem
510020,2005,occurrence,383,Água Boa
510270,2005,occurrence,269,Canarana
510310,2005,occurrence,42,Cocalinho
510385,2005,occurrence,66,Gaúcha do Norte
510706,2005,occurrence,152,Querência
510718,2005,occurrence,125,Ribeirão Cascalheira
510628,2005,occurrence,120,Novo São Joaquim
510680,2005,occurrence,58,Porto dos Gaúchos
510794,2005,occurrence,120,Tabaporã
510730,2005,occurrence,347,São José do Rio Claro
510130,2005,occurrence,86,Arenápolis
510350,2005,occurrence,371,Diamantino
510590,2005,occurrence,259,Nobres
510600,2005,occurrence,238,Nortelândia
510890,2005,occurrence,5,Nova Maringá
510626,2005,occurrence,2,Novo Mundo
510880,2005,occurrence,1,Nova Guarita
510787,2005,occurrence,243,Sapezal
510050,2005,occurrence,53,Alto Paraguai
510770,2005,occurrence,210,Rosário Oeste
510490,2005,occurrence,12,Jangada
510170,2005,occurrence,628,Barra do Bugres
510345,2005,occurrence,74,Denise
510623,2005,occurrence,382,Nova Olímpia
510035,2005,occurrence,17,Alto Boa Vista
510269,2005,occurrence,2,Canabrava do Norte
510335,2005,occurrence,521,Confresa
510530,2005,occurrence,17,Luciára
510631,2005,occurrence,1,Novo Santo Antônio
510677,2005,occurrence,131,Porto Alegre do Norte
510735,2005,occurrence,113,São José do Xingu
510080,2005,occurrence,183,Apiacás
510774,2005,occurrence,11,Santa Cruz do Xingu
510777,2005,occurrence,111,Santa Terezinha
510785,2005,occurrence,368,São Félix do Araguaia
510860,2005,occurrence,375,Vila Rica
510410,2005,occurrence,618,Guarantã do Norte
510560,2005,occurrence,273,Matupá
510805,2005,occurrence,148,Terra Nova do Norte
510370,2005,occurrence,31,Feliz Natal
510558,2005,occurrence,255,Marcelândia
510624,2005,occurrence,8,Nova Ubiratã
510460,2005,occurrence,150,Itiquira
510480,2005,occurrence,723,Jaciara
510060,2005,occurrence,74,Alto Taquari
510267,2005,occurrence,558,Campo Verde
510360,2005,occurrence,114,Dom Aquino
510520,2005,occurrence,7,Juscimeira
510630,2005,occurrence,356,Paranatinga
510637,2005,occurrence,153,Pedra Preta
510700,2005,occurrence,207,Poxoréo
510779,2005,occurrence,33,Santo Antônio do Leste
510810,2005,occurrence,34,Tesouro
510160,2005,occurrence,20,Barão de Melgaço
510300,2005,occurrence,215,Chapada dos Guimarães
510780,2005,occurrence,63,Santo Antônio do Leverger
510610,2005,occurrence,16,Nossa Senhora do Livramento
510620,2005,occurrence,86,Nova Brasilândia
510650,2005,occurrence,529,Poconé
510336,2005,occurrence,1,Conquista D'Oeste
510268,2005,occurrence,42,Campos de Júlio
510757,2005,occurrence,1,Rondolândia
510682,2005,occurrence,8,Porto Esperidião
510618,2005,occurrence,3,Nova Lacerda
510550,2005,occurrence,122,Vila Bela da Santíssima Trindade
510125,2005,occurrence,403,Araputanga
510395,2005,occurrence,144,Glória D'Oeste
510562,2005,occurrence,195,Mirassol d'Oeste
510710,2005,occurrence,438,São José dos Quatro Marcos
510720,2005,occurrence,193,Rio Branco
510775,2005,occurrence,47,Salto do Céu
510325,2005,occurrence,543,Colniza
510285,2005,occurrence,78,Castanheira
510517,2005,occurrence,190,Juruena
510337,2005,occurrence,249,Cotriguaçu
510140,2005,occurrence,392,Aripuanã
510190,2005,occurrence,181,Brasnorte
510515,2005,occurrence,854,Juína
510615,2005,occurrence,175,Nova Bandeirantes
510621,2005,occurrence,45,Nova Canaã do Norte
510629,2005,occurrence,154,Paranaíta
510895,2005,occurrence,7,Nova Monte Verde
510840,2005,occurrence,1705,Várzea Grande
510330,2005,occurrence,280,Comodoro
510500,2005,occurrence,167,Jauru
510627,2005,occurrence,44,Novo Horizonte do Norte
510523,2005,occurrence,1,Lambari D'Oeste
510263,2005,occurrence,426,Campo Novo do Parecis
510625,2005,occurrence,264,Nova Xavantina
510390,2005,occurrence,13,General Carneiro
510670,2005,occurrence,27,Ponte Branca
510719,2005,occurrence,27,Ribeirãozinho
510305,2005,occurrence,121,Cláudia
510792,2005,occurrence,1560,Sorriso
510776,2005,occurrence,1,Santa Rita do Trivelato
510455,2005,occurrence,3,Itaúba
510622,2005,occurrence,357,Nova Mutum
510525,2005,occurrence,653,Lucas do Rio Verde
510790,2005,occurrence,2502,Sinop
510800,2005,occurrence,178,Tapurah
510830,2005,occurrence,20,União do Sul
510850,2005,occurrence,268,Vera
410650,2005,occurrence,328,Coronel Vivida
411820,2005,occurrence,2864,Paranaguá
411460,2005,occurrence,728,Marechal Cândido Rondon
411535,2005,occurrence,40,Maripá
412035,2005,occurrence,259,Pranchita
412140,2005,occurrence,309,Realeza
412440,2005,occurrence,249,Santo Antônio do Sudoeste
240670,2005,occurrence,180,Lajes
241400,2005,occurrence,93,Tangará
110009,2005,occurrence,584,Espigão D'Oeste
110029,2005,occurrence,97,Santa Luzia D'Oeste
110034,2005,occurrence,271,Alvorada D'Oeste
110012,2005,occurrence,2635,Ji-Paraná
110018,2005,occurrence,838,Pimenta Bueno
110030,2005,occurrence,1747,Vilhena
420640,2005,occurrence,117,Guaraciaba
421290,2005,occurrence,366,Pinhalzinho
353470,2005,occurrence,1826,Ourinhos
353140,2005,occurrence,152,Monte Aprazível
351670,2005,occurrence,718,Garça
170100,2005,occurrence,301,Ananás
432050,2005,occurrence,96,Sertão
431750,2005,occurrence,1328,Santo Ângelo
510325,2010,residence,417,Colniza
510330,2010,residence,367,Comodoro
510757,2010,residence,28,Rondolândia
510618,2010,residence,84,Nova Lacerda
510140,2010,residence,386,Aripuanã
510515,2010,residence,658,Juína
510787,2010,residence,342,Sapezal
510250,2010,residence,1393,Cáceres
510268,2010,residence,97,Campos de Júlio
510035,2010,residence,45,Alto Boa Vista
510777,2010,residence,121,Santa Terezinha
510860,2010,residence,339,Vila Rica
510269,2010,residence,80,Canabrava do Norte
510530,2010,residence,26,Luciára
510030,2010,residence,229,Alto Araguaia
510617,2010,residence,27,Nova Nazaré
510263,2010,residence,534,Campo Novo do Parecis
510625,2010,residence,250,Nova Xavantina
510704,2010,residence,968,Primavera do Leste
510621,2010,residence,189,Nova Canaã do Norte
510760,2010,residence,3528,Rondonópolis
510180,2010,residence,838,Barra do Garças
510525,2010,residence,920,Lucas do Rio Verde
510677,2010,residence,136,Porto Alegre do Norte
510795,2010,residence,1489,Tangará da Serra
510785,2010,residence,128,São Félix do Araguaia
510680,2010,residence,82,Porto dos Gaúchos
510642,2010,residence,454,Peixoto de Azevedo
510792,2010,residence,1223,Sorriso
510510,2010,residence,614,Juara
510267,2010,residence,588,Campo Verde
510730,2010,residence,241,São José do Rio Claro
510622,2010,residence,558,Nova Mutum
510840,2010,residence,4416,Várzea Grande
510340,2010,residence,9345,Cuiabá
510460,2010,residence,150,Itiquira
510010,2010,residence,56,Acorizal
510020,2010,residence,280,Água Boa
510718,2010,residence,97,Ribeirão Cascalheira
510270,2010,residence,350,Canarana
510185,2010,residence,66,Bom Jesus do Araguaia
510385,2010,residence,63,Gaúcha do Norte
510260,2010,residence,137,Campinápolis
510631,2010,residence,23,Novo Santo Antônio
510025,2010,residence,849,Alta Floresta
