municipality_code,year,measure_type,live_births,municipality_name
320501,2010,residence,461,Sooretama
320500,2010,residence,7159,Serra
320460,2010,residence,259,Santa Teresa
320150,2010,residence,1398,Colatina
320465,2010,residence,105,São Domingos do Norte
320210,2010,residence,289,Ecoporanga
320515,2010,residence,107,Vila Pavão
320100,2010,residence,192,Boa Esperança
320503,2010,residence,284,Vargem Alta
320070,2010,residence,118,Atilio Vivacqua
320430,2010,residence,138,Presidente Kennedy
320310,2010,residence,124,Jerônimo Monteiro
320380,2010,residence,161,Muqui
320480,2010,residence,125,São José do Calçado
320340,2010,residence,308,Mimoso do Sul
320050,2010,residence,79,Apiacá
320370,2010,residence,290,Muniz Freire
320170,2010,residence,140,Conceição do Castelo
320140,2010,residence,425,Castelo
320110,2010,residence,75,Bom Jesus do Norte
320510,2010,residence,956,Viana
320450,2010,residence,98,Santa Leopoldina
320350,2010,residence,231,Montanha
320334,2010,residence,205,Marechal Floriano
320517,2010,residence,151,Vila Valério
320495,2010,residence,125,São Roque do Canaã
320335,2010,residence,112,Marilândia
320225,2010,residence,115,Governador Lindenberg
320435,2010,residence,231,Rio Bananal
310090,2010,occurrence,540,Águas Formosas
310110,2010,occurrence,315,Aimorés
311330,2010,occurrence,1100,Carangola
311570,2010,occurrence,132,Central de Minas
312420,2010,occurrence,222,Espera Feliz
312770,2010,occurrence,5128,Governador Valadares
313180,2010,occurrence,234,Itabirinha
313770,2010,occurrence,302,Lajinha
313940,2010,occurrence,2752,Manhuaçu
313950,2010,occurrence,295,Manhumirim
313960,2010,occurrence,524,Mantena
314400,2010,occurrence,340,Mutum
320010,2010,occurrence,517,Afonso Cláudio
320016,2010,occurrence,14,Água Doce do Norte
320020,2010,occurrence,352,Alegre
320040,2010,occurrence,461,Anchieta
320060,2010,occurrence,1425,Aracruz
320090,2010,occurrence,910,Barra de São Francisco
320100,2010,occurrence,104,Boa Esperança
320120,2010,occurrence,4351,Cachoeiro de Itapemirim
320130,2010,occurrence,4444,Cariacica
320140,2010,occurrence,392,Castelo
320225,2010,occurrence,1,Governador Lindenberg
320170,2010,occurrence,70,Conceição do Castelo
320190,2010,occurrence,455,Domingos Martins
320210,2010,occurrence,294,Ecoporanga
320230,2010,occurrence,486,Guaçuí
320240,2010,occurrence,1193,Guarapari
320245,2010,occurrence,371,Ibatiba
320255,2010,occurrence,1,Ibitirama
320260,2010,occurrence,67,Iconha
320270,2010,occurrence,9,Itaguaçu
320280,2010,occurrence,402,Itapemirim
320290,2010,occurrence,8,Itarana
320300,2010,occurrence,391,Iúna
320305,2010,occurrence,123,Jaguaré
320313,2010,occurrence,127,João Neiva
320330,2010,occurrence,106,Mantenópolis
320340,2010,occurrence,265,Mimoso do Sul
320350,2010,occurrence,298,Montanha
320360,2010,occurrence,109,Mucurici
320370,2010,occurrence,307,Muniz Freire
320380,2010,occurrence,135,Muqui
320390,2010,occurrence,959,Nova Venécia
320400,2010,occurrence,223,Pancas
320410,2010,occurrence,392,Pinheiros
320420,2010,occurrence,3,Piúma
320435,2010,occurrence,41,Rio Bananal
320450,2010,occurrence,81,Santa Leopoldina
320455,2010,occurrence,514,Santa Maria de Jetibá
320460,2010,occurrence,276,Santa Teresa
320470,2010,occurrence,450,São Gabriel da Palha
320517,2010,occurrence,2,Vila Valério
320480,2010,occurrence,125,São José do Calçado
320503,2010,occurrence,55,Vargem Alta
320506,2010,occurrence,524,Venda Nova do Imigrante
330060,2010,occurrence,627,Bom Jesus do Itabapoana
330100,2010,occurrence,7685,Campos dos Goytacazes
330220,2010,occurrence,1425,Itaperuna
330452,2010,occurrence,1474,Rio das Ostras
351050,2010,occurrence,1486,Caraguatatuba
355410,2010,occurrence,3534,Taubaté
313130,2010,occurrence,6131,Ipatinga
313270,2010,occurrence,536,Itambacuri
315200,2010,occurrence,362,Pompéu
315430,2010,occurrence,321,Resplendor
315790,2010,occurrence,196,Santa Margarida
320070,2010,occurrence,1,Atilio Vivacqua
320310,2010,occurrence,2,Jerônimo Monteiro
330240,2010,occurrence,4242,Macaé
330340,2010,occurrence,2579,Nova Friburgo
330470,2010,occurrence,590,Santo Antônio de Pádua
330630,2010,occurrence,3791,Volta Redonda
410880,2010,occurrence,505,Guaíra
320435,2015,residence,232,Rio Bananal
320130,2015,residence,6258,Cariacica
320460,2015,residence,257,Santa Teresa
320270,2015,residence,124,Itaguaçu
320530,2015,residence,4687,Vitória
320330,2015,residence,174,Mantenópolis
320520,2015,residence,6678,Vila Velha
320310,2015,residence,167,Jerônimo Monteiro
320160,2015,residence,411,Conceição da Barra
320503,2015,residence,255,Vargem Alta
320260,2015,residence,131,Iconha
320440,2015,residence,134,Rio Novo do Sul
320240,2015,residence,1880,Guarapari
320517,2015,residence,198,Vila Valério
320170,2015,residence,183,Conceição do Castelo
320100,2015,residence,215,Boa Esperança
320500,2015,residence,8269,Serra
320425,2015,residence,89,Ponto Belo
320490,2015,residence,1842,São Mateus
320020,2015,residence,400,Alegre
320320,2015,residence,2669,Linhares
320060,2015,residence,1409,Aracruz
320250,2015,residence,170,Ibiraçu
320313,2015,residence,204,João Neiva
320220,2015,residence,260,Fundão
320305,2015,residence,507,Jaguaré
320400,2015,residence,247,Pancas
320405,2015,residence,360,Pedro Canário
320450,2015,residence,140,Santa Leopoldina
320470,2015,residence,442,São Gabriel da Palha
320080,2015,residence,421,Baixo Guandu
320316,2015,residence,103,Laranja da Terra
320230,2015,residence,426,Guaçuí
320480,2015,residence,156,São José do Calçado
320180,2015,residence,50,Divino de São Lourenço
320200,2015,residence,66,Dores do Rio Preto
320255,2015,residence,127,Ibitirama
320370,2015,residence,223,Muniz Freire
320050,2015,residence,58,Apiacá
320110,2015,residence,104,Bom Jesus do Norte
320410,2015,residence,381,Pinheiros
320334,2015,residence,246,Marechal Floriano
320190,2015,residence,473,Domingos Martins
320360,2015,residence,88,Mucurici
320210,2015,residence,342,Ecoporanga
320030,2015,residence,132,Alfredo Chaves
320510,2015,residence,1186,Viana
320150,2015,residence,1670,Colatina
320501,2015,residence,514,Sooretama
320495,2015,residence,101,São Roque do Canaã
320225,2015,residence,134,Governador Lindenberg
320090,2015,residence,688,Barra de São Francisco
320016,2015,residence,163,Água Doce do Norte
320035,2015,residence,102,Alto Rio Novo
320390,2015,residence,711,Nova Venécia
320013,2015,residence,125,Águia Branca
320515,2015,residence,107,Vila Pavão
320040,2015,residence,433,Anchieta
320420,2015,residence,315,Piúma
320120,2015,residence,2973,Cachoeiro de Itapemirim
320350,2015,residence,263,Montanha
320340,2015,residence,253,Mimoso do Sul
320332,2015,residence,556,Marataízes
320300,2015,residence,411,Iúna
320245,2015,residence,344,Ibatiba
320115,2015,residence,173,Brejetuba
320290,2015,residence,104,Itarana
320010,2015,residence,406,Afonso Cláudio
320455,2015,residence,571,Santa Maria de Jetibá
320265,2015,residence,177,Irupi
320380,2015,residence,167,Muqui
320070,2015,residence,156,Atilio Vivacqua
320140,2015,residence,437,Castelo
320465,2015,residence,128,São Domingos do Norte
320280,2015,residence,578,Itapemirim
320506,2015,residence,288,Venda Nova do Imigrante
320430,2015,residence,166,Presidente Kennedy
320335,2015,residence,153,Marilândia
320435,2015,occurrence,7,Rio Bananal
320270,2015,occurrence,3,Itaguaçu
320330,2015,occurrence,1,Mantenópolis
320310,2015,occurrence,2,Jerônimo Monteiro
320160,2015,occurrence,4,Conceição da Barra
320503,2015,occurrence,15,Vargem Alta
320260,2015,occurrence,1,Iconha
320240,2015,occurrence,1374,Guarapari
320517,2015,occurrence,2,Vila Valério
320170,2015,occurrence,2,Conceição do Castelo
320100,2015,occurrence,50,Boa Esperança
317120,2015,occurrence,833,Vespasiano
310670,2015,occurrence,6751,Betim
320313,2015,occurrence,112,João Neiva
320400,2015,occurrence,1,Pancas
320360,2015,occurrence,69,Mucurici
320450,2015,occurrence,121,Santa Leopoldina
320470,2015,occurrence,236,São Gabriel da Palha
320080,2015,occurrence,157,Baixo Guandu
320230,2015,occurrence,471,Guaçuí
320020,2015,occurrence,334,Alegre
320480,2015,occurrence,161,São José do Calçado
320190,2015,occurrence,577,Domingos Martins
320090,2015,occurrence,1082,Barra de São Francisco
320040,2015,occurrence,472,Anchieta
330060,2015,occurrence,497,Bom Jesus do Itabapoana
330220,2015,occurrence,1997,Itaperuna
330240,2015,occurrence,5243,Macaé
150550,2015,occurrence,1966,Paragominas
313960,2015,occurrence,448,Mantena
310110,2015,occurrence,461,Aimorés
315430,2015,occurrence,403,Resplendor
311840,2015,occurrence,262,Conselheiro Pena
313950,2015,occurrence,332,Manhumirim
313770,2015,occurrence,244,Lajinha
312420,2015,occurrence,158,Espera Feliz
313720,2015,occurrence,536,Lagoa da Prata
313180,2015,occurrence,100,Itabirinha
314150,2015,occurrence,108,Mendes Pimentel
312770,2015,occurrence,5822,Governador Valadares
311570,2015,occurrence,152,Central de Minas
320300,2015,occurrence,492,Iúna
320340,2015,occurrence,194,Mimoso do Sul
320380,2015,occurrence,111,Muqui
320210,2015,occurrence,218,Ecoporanga
320455,2015,occurrence,407,Santa Maria de Jetibá
320280,2015,occurrence,1158,Itapemirim
330470,2015,occurrence,673,Santo Antônio de Pádua
320245,2015,occurrence,301,Ibatiba
320140,2015,occurrence,455,Castelo
320460,2015,occurrence,704,Santa Teresa
320010,2015,occurrence,394,Afonso Cláudio
320420,2015,occurrence,1,Piúma
320506,2015,occurrence,625,Venda Nova do Imigrante
320115,2015,occurrence,3,Brejetuba
320035,2015,occurrence,1,Alto Rio Novo
320120,2015,occurrence,4648,Cachoeiro de Itapemirim
320070,2015,occurrence,1,Atilio Vivacqua
314400,2015,occurrence,350,Mutum
313940,2015,occurrence,3094,Manhuaçu
313240,2015,occurrence,2271,Itajubá
311370,2015,occurrence,233,Carlos Chagas
316860,2015,occurrence,3628,Teófilo Otoni
314220,2015,occurrence,202,Miraí
314390,2015,occurrence,1847,Muriaé
317070,2015,occurrence,2042,Varginha
520660,2000,residence,38,Cumari
520870,2000,residence,20290,Goiânia
520005,2000,residence,168,Abadia de Goiás
520860,2000,residence,933,Goianésia
520690,2000,residence,20,Davinópolis
522185,2000,residence,2218,Valparaíso de Goiás
520890,2000,residence,601,Goiás
520450,2000,residence,952,Caldas Novas
520110,2000,residence,5796,Anápolis
521300,2000,residence,183,Maurilândia
521800,2000,residence,809,Porangatu
521310,2000,residence,701,Mineiros
522050,2000,residence,72,Serranópolis
520490,2000,residence,407,Campos Belos
521400,2000,residence,226,Mozarlândia
520140,2000,residence,7781,Aparecida de Goiânia
521350,2000,residence,134,Monte Alegre de Goiás
520670,2000,residence,48,Damianópolis
521040,2000,residence,401,Itaberaí
521190,2000,residence,1526,Jataí
520145,2000,residence,19,Aparecida do Rio Doce
521980,2000,residence,181,São Domingos
520330,2000,residence,308,Bela Vista de Goiás
520800,2000,residence,1852,Formosa
522020,2000,residence,422,São Miguel do Araguaia
520400,2000,residence,121,Cabeceiras
521440,2000,residence,83,Nazário
520549,2000,residence,770,Cidade Ocidental
521590,2000,residence,52,Palminópolis
520970,2000,residence,169,Hidrolândia
520025,2000,residence,2301,Águas Lindas de Goiás
521760,2000,residence,2012,Planaltina
521270,2000,residence,124,Mambaí
522068,2000,residence,157,Simolândia
522220,2000,residence,70,Vila Boa
522045,2000,residence,1161,Senador Canedo
520790,2000,residence,80,Flores de Goiás
522170,2000,residence,232,Uruana
522070,2000,residence,32,Sítio d'Abadia
520510,2000,residence,1033,Catalão
520590,2000,residence,86,Corumbaíba
521150,2000,residence,1452,Itumbiara
520570,2000,residence,52,Córrego do Ouro
521520,2000,residence,63,Novo Brasil
521600,2000,residence,30,Panamá
521305,2000,residence,23,Mimoso de Goiás
521487,2000,residence,37,Nova Iguaçu de Goiás
522150,2000,residence,66,Turvânia
521740,2000,residence,398,Pires do Rio
521880,2000,residence,2230,Rio Verde
521830,2000,residence,666,Posse
520430,2000,residence,178,Caçu
520547,2000,residence,91,Chapadão do Céu
521720,2000,residence,218,Piranhas
521850,2000,residence,568,Quirinópolis
520910,2000,residence,550,Goiatuba
522205,2000,residence,97,Vicentinópolis
521170,2000,residence,50,Jandaia
521250,2000,residence,3562,Luziânia
521770,2000,residence,262,Pontalina
521870,2000,residence,78,Rianápolis
521080,2000,residence,116,Itajá
522140,2000,residence,1610,Trindade
520150,2000,residence,45,Aporé
521940,2000,residence,93,Santa Rita do Araguaia
521370,2000,residence,129,Montes Claros de Goiás
520170,2000,residence,351,Aragarças
520725,2000,residence,143,Doverlândia
520310,2000,residence,17,Baliza
520340,2000,residence,121,Bom Jardim de Goiás
520350,2000,residence,219,Bom Jesus de Goiás
520017,2000,residence,42,Água Fria de Goiás
521460,2000,residence,741,Niquelândia
520440,2000,residence,221,Caiapônia
520530,2000,residence,178,Cavalcante
520830,2000,residence,84,Divinópolis de Goiás
522108,2000,residence,46,Teresina de Goiás
521490,2000,residence,42,Nova Roma
522119,2000,residence,103,Terezópolis de Goiás
522000,2000,residence,141,São João d'Aliança
520060,2000,residence,94,Alto Paraíso de Goiás
520993,2000,residence,76,Inaciolândia
520425,2000,residence,86,Cachoeira Dourada
520390,2000,residence,137,Buriti Alegre
521530,2000,residence,222,Orizona
521010,2000,residence,347,Ipameri
521645,2000,residence,20,Perolândia
521130,2000,residence,37,Itarumã
521810,2000,residence,71,Portelândia
521910,2000,residence,103,Santa Bárbara de Goiás
520551,2000,residence,226,Cocalzinho de Goiás
521560,2000,residence,496,Padre Bernardo
520620,2000,residence,720,Cristalina
521523,2000,residence,1906,Novo Gama
521975,2000,residence,1232,Santo Antônio do Descoberto
521090,2000,residence,277,Itapaci
522040,2000,residence,269,São Simão
521630,2000,residence,99,Paranaiguara
520410,2000,residence,110,Cachoeira Alta
520735,2000,residence,68,Edealina
520740,2000,residence,162,Edéia
520050,2000,residence,34,Aloândia
521210,2000,residence,127,Joviânia
520650,2000,residence,65,Cromínia
521839,2000,residence,37,Professor Jamil
521260,2000,residence,26,Mairipotaba
520995,2000,residence,244,Indiara
520545,2000,residence,99,Cezarina
520080,2000,residence,131,Alvorada do Norte
520990,2000,residence,218,Iaciara
520940,2000,residence,46,Guarani de Goiás
520396,2000,residence,59,Buritinópolis
521805,2000,residence,40,Porteirão
521220,2000,residence,314,Jussara
521120,2000,residence,480,Itapuranga
520120,2000,residence,18,Anhanguera
522130,2000,residence,29,Três Ranchos
521550,2000,residence,39,Ouvidor
520480,2000,residence,34,Campo Alegre de Goiás
520850,2000,residence,36,Goiandira
521480,2000,residence,9,Nova Aurora
521900,2000,residence,134,Sanclerlândia
520085,2000,residence,85,Americano do Brasil
520393,2000,residence,39,Buriti de Goiás
520130,2000,residence,267,Anicuns
520280,2000,residence,30,Avelinópolis
520260,2000,residence,61,Aurilândia
520780,2000,residence,110,Firminópolis
522010,2000,residence,421,São Luís de Montes Belos
520015,2000,residence,36,Adelândia
521640,2000,residence,188,Paraúna
522005,2000,residence,29,São João da Paraúna
521340,2000,residence,22,Moiporá
520420,2000,residence,12,Cachoeira de Goiás
521000,2000,residence,648,Inhumas
520760,2000,residence,95,Fazenda Nova
521160,2000,residence,37,Ivolândia
521570,2000,residence,250,Palmeiras de Goiás
521100,2000,residence,117,Itapirapuã
522190,2000,residence,33,Varjão
521390,2000,residence,72,Mossâmedes
520495,2000,residence,119,Campos Verdes
520640,2000,residence,242,Crixás
522157,2000,residence,34,Uirapuru
521960,2000,residence,60,Santa Tereza de Goiás
521970,2000,residence,202,Santa Terezinha de Goiás
520945,2000,residence,26,Guarinos
520355,2000,residence,101,Bonfinópolis
521483,2000,residence,228,Nova Crixás
521690,2000,residence,34,Pilar de Goiás
521030,2000,residence,53,Israelândia
521020,2000,residence,494,Iporá
521380,2000,residence,585,Morrinhos
520020,2000,residence,30,Água Limpa
521710,2000,residence,352,Piracanjuba
521878,2000,residence,37,Rio Quente
520630,2000,residence,47,Cristianópolis
521290,2000,residence,42,Marzagão
521920,2000,residence,39,Santa Cruz de Goiás
520013,2000,residence,289,Acreúna
520915,2000,residence,37,Gouvelândia
522060,2000,residence,348,Silvânia
521140,2000,residence,104,Itauçu
521950,2000,residence,61,Santa Rosa de Goiás
521500,2000,residence,84,Nova Veneza
520520,2000,residence,52,Caturaí
521056,2000,residence,52,Itaguari
520880,2000,residence,333,Goianira
521680,2000,residence,138,Petrolina de Goiás
521990,2000,residence,68,São Francisco de Goiás
520160,2000,residence,43,Araçu
522200,2000,residence,198,Vianópolis
521180,2000,residence,611,Jaraguá
520920,2000,residence,182,Guapó
522100,2000,residence,39,Taquaral de Goiás
